Chromosome,Start,End,Length (bp),Methods
Supercontig_12.3,2151801,2151950,150,Het
Supercontig_12.3,2153051,2153450,400,Het
Supercontig_12.3,2156101,2156200,100,Depth
Supercontig_12.3,2158001,2158150,150,Depth
Supercontig_12.3,2159351,2159500,150,Het
Supercontig_12.3,2160001,2160150,150,"Blast,Depth,Het"
Supercontig_12.3,2160151,2160200,50,"Blast,Depth"
Supercontig_12.3,2160201,2160250,50,Depth
Supercontig_12.3,2160401,2160550,150,Het
Supercontig_12.3,2161051,2161450,400,Depth
Supercontig_12.3,2162351,2162550,200,Depth
Supercontig_12.3,2162551,2162750,200,"Depth,Het"
Supercontig_12.3,2162751,2163100,350,Depth
Supercontig_12.3,2163301,2163550,250,Het
Supercontig_12.3,2163551,2163800,250,"Depth,Het"
Supercontig_12.3,2164151,2164550,400,Depth
Supercontig_12.3,2164551,2164600,50,"Depth,Het"
Supercontig_12.3,2164601,2164950,350,Het
Supercontig_12.3,2165001,2165200,200,Blast
Supercontig_12.3,2165601,2165800,200,Depth
Supercontig_12.3,2169601,2169700,100,Het
Supercontig_12.3,2169701,2169800,100,"Depth,Het"
Supercontig_12.3,2171101,2171250,150,Het
Supercontig_12.3,2171801,2172000,200,Blast
Supercontig_12.3,2172051,2172200,150,Depth
Supercontig_12.3,2172201,2172300,100,"Depth,Het"
Supercontig_12.3,2172301,2172350,50,Het
Supercontig_12.3,2173551,2173650,100,Depth
Supercontig_12.3,2174351,2174900,550,Depth
Supercontig_12.3,2175501,2175550,50,Het
Supercontig_12.3,2175551,2175650,100,"Depth,Het"
Supercontig_12.3,2175651,2175800,150,Het
Supercontig_12.3,2176651,2177850,1200,Het
Supercontig_12.3,2178001,2178150,150,Depth
Supercontig_12.3,2179901,2180350,450,Het
Supercontig_12.3,2184751,2185250,500,Depth
Supercontig_12.3,2185251,2185318,68,"Depth,Het"
Supercontig_12.3,2185319,2185400,82,"Depth,Het,Period"
Supercontig_12.3,2185401,2186819,1419,"Blast,Depth,Het,Period"
Supercontig_12.3,2186820,2189590,2771,"Blast,Depth,Het"
Supercontig_12.3,2189591,2189886,296,"Blast,Depth,Het,Period"
Supercontig_12.3,2189887,2190818,932,"Blast,Depth,Het"
Supercontig_12.3,2190819,2191788,970,"Blast,Depth,Het,Period"
Supercontig_12.3,2191789,2192481,693,"Blast,Depth,Het"
Supercontig_12.3,2192482,2192759,278,"Blast,Depth,Het,Period"
Supercontig_12.3,2192760,2193149,390,"Blast,Depth,Het"
Supercontig_12.3,2193150,2193800,651,"Blast,Depth,Het,Period"
Supercontig_12.3,2193801,2193900,100,"Het,Period"
Supercontig_12.3,2193901,2194000,100,Period
Supercontig_12.3,2194001,2194250,250,"Blast,Period"
Supercontig_12.3,2194251,2194450,200,"Blast,Het,Period"
Supercontig_12.3,2194451,2194850,400,"Blast,Depth,Het,Period"
Supercontig_12.3,2194851,2195350,500,"Blast,Het,Period"
Supercontig_12.3,2195351,2195600,250,"Blast,Period"
Supercontig_12.3,2195601,2196200,600,"Blast,Het,Period"
Supercontig_12.3,2196201,2197200,1000,"Blast,Depth,Het,Period"
Supercontig_12.3,2197201,2197550,350,"Blast,Het,Period"
Supercontig_12.3,2197551,2198150,600,"Blast,Depth,Het,Period"
Supercontig_12.3,2198151,2198300,150,"Blast,Het,Period"
Supercontig_12.3,2198301,2198550,250,"Blast,Period"
Supercontig_12.3,2198551,2198950,400,"Blast,Het,Period"
Supercontig_12.3,2198951,2199408,458,"Blast,Depth,Het,Period"
Supercontig_12.3,2199409,2199700,292,"Blast,Depth,Het"
Supercontig_12.3,2199701,2200121,421,"Blast,Depth,Het,Period"
Supercontig_12.3,2200122,2200350,229,"Blast,Depth,Het"
Supercontig_12.3,2200351,2200397,47,"Blast,Het"
Supercontig_12.3,2200398,2200600,203,"Blast,Het,Period"
Supercontig_12.3,2200601,2201000,400,"Blast,Depth,Het,Period"
Supercontig_12.3,2201001,2201061,61,"Blast,Het,Period"
Supercontig_12.3,2201062,2201450,389,"Blast,Het"
Supercontig_12.3,2201451,2201650,200,Blast
Supercontig_12.3,2201651,2202550,900,"Blast,Depth"
Supercontig_12.3,2202551,2202850,300,Blast
Supercontig_12.3,2202851,2203000,150,"Blast,Depth,Het"
Supercontig_12.3,2203001,2203200,200,"Blast,Het"
Supercontig_12.3,2203201,2203300,100,Blast
Supercontig_12.3,2203301,2203400,100,"Blast,Depth"
Supercontig_12.3,2203401,2203600,200,Blast
Supercontig_12.3,2203601,2204000,400,"Blast,Het"
Supercontig_12.3,2204001,2204200,200,Het
Supercontig_12.3,2204201,2204300,100,"Blast,Depth,Het"
Supercontig_12.3,2204301,2205050,750,"Blast,Het"
Supercontig_12.3,2205051,2205100,50,Blast
Supercontig_12.3,2205101,2205700,600,"Blast,Depth"
Supercontig_12.3,2205701,2205950,250,"Blast,Depth,Het"
Supercontig_12.3,2205951,2206000,50,"Blast,Het"
Supercontig_12.3,2206001,2206200,200,Het
Supercontig_12.3,2206201,2206350,150,"Blast,Het"
Supercontig_12.3,2206351,2206600,250,Blast
Supercontig_12.3,2206601,2207800,1200,"Blast,Het"
Supercontig_12.3,2207801,2207874,74,Blast
Supercontig_12.3,2207875,2208000,126,"Blast,Period"
Supercontig_12.3,2208001,2209100,1100,"Blast,Het,Period"
Supercontig_12.3,2209101,2209750,650,"Blast,Period"
Supercontig_12.3,2209751,2209900,150,"Blast,Het,Period"
Supercontig_12.3,2209901,2213100,3200,"Blast,Depth,Het,Period"
Supercontig_12.3,2213101,2213300,200,"Blast,Het,Period"
Supercontig_12.3,2213301,2214650,1350,"Blast,Depth,Het,Period"
Supercontig_12.3,2214651,2214850,200,"Blast,Het,Period"
Supercontig_12.3,2214851,2215000,150,"Blast,Period"
Supercontig_12.3,2215001,2215114,114,Period
Supercontig_12.3,2215201,2215350,150,Blast
Supercontig_12.3,2215351,2215354,4,"Blast,Het"
Supercontig_12.3,2215355,2215500,146,"Blast,Het,Period"
Supercontig_12.3,2215501,2216300,800,"Blast,Depth,Het,Period"
Supercontig_12.3,2216301,2217500,1200,"Blast,Het,Period"
Supercontig_12.3,2217501,2219100,1600,"Blast,Depth,Het,Period"
Supercontig_12.3,2219101,2219500,400,"Blast,Het,Period"
Supercontig_12.3,2219501,2219900,400,"Blast,Depth,Het,Period"
Supercontig_12.3,2219901,2220100,200,"Blast,Het,Period"
Supercontig_12.3,2220101,2220300,200,"Blast,Period"
Supercontig_12.3,2220301,2221000,700,"Blast,Het,Period"
Supercontig_12.3,2221001,2221550,550,"Blast,Depth,Het,Period"
Supercontig_12.3,2221551,2221750,200,"Blast,Het,Period"
Supercontig_12.3,2221751,2222050,300,"Blast,Depth,Het,Period"
Supercontig_12.3,2222051,2222150,100,"Blast,Het,Period"
Supercontig_12.3,2222151,2222350,200,"Blast,Period"
Supercontig_12.3,2222351,2222650,300,"Blast,Het,Period"
Supercontig_12.3,2222651,2223150,500,"Blast,Depth,Het,Period"
Supercontig_12.3,2223151,2223600,450,"Blast,Het,Period"
Supercontig_12.3,2223601,2224000,400,"Blast,Depth,Het,Period"
Supercontig_12.3,2224001,2224350,350,"Blast,Het,Period"
Supercontig_12.3,2224351,2224450,100,"Blast,Depth,Het,Period"
Supercontig_12.3,2224451,2224850,400,"Blast,Het,Period"
Supercontig_12.3,2224851,2226100,1250,"Blast,Depth,Het,Period"
Supercontig_12.3,2226101,2227200,1100,"Blast,Het,Period"
Supercontig_12.3,2227201,2227800,600,"Blast,Depth,Het,Period"
Supercontig_12.3,2227801,2229000,1200,"Blast,Het,Period"
Supercontig_12.3,2229001,2230300,1300,"Blast,Depth,Het,Period"
Supercontig_12.3,2230301,2230400,100,"Blast,Het,Period"
Supercontig_12.3,2230401,2230600,200,Period
Supercontig_12.3,2230601,2230650,50,"Blast,Period"
Supercontig_12.3,2230651,2231050,400,"Blast,Het,Period"
Supercontig_12.3,2231051,2231250,200,"Blast,Period"
Supercontig_12.3,2231251,2231350,100,"Blast,Depth,Het,Period"
Supercontig_12.3,2231351,2231600,250,"Blast,Het,Period"
Supercontig_12.3,2231601,2231800,200,"Blast,Period"
Supercontig_12.3,2231801,2232000,200,Period
Supercontig_12.3,2232001,2232100,100,"Blast,Period"
Supercontig_12.3,2232101,2232250,150,"Blast,Het,Period"
Supercontig_12.3,2232251,2232500,250,"Blast,Depth,Het,Period"
Supercontig_12.3,2232501,2232800,300,"Blast,Het,Period"
Supercontig_12.3,2232801,2233100,300,"Blast,Depth,Het,Period"
Supercontig_12.3,2233101,2233150,50,"Blast,Het,Period"
Supercontig_12.3,2233151,2233550,400,"Blast,Period"
Supercontig_12.3,2233551,2234050,500,"Blast,Depth,Het,Period"
Supercontig_12.3,2234051,2235450,1400,"Blast,Het,Period"
Supercontig_12.3,2235451,2235950,500,"Blast,Depth,Het,Period"
Supercontig_12.3,2235951,2236150,200,"Blast,Het,Period"
Supercontig_12.3,2236151,2236400,250,"Blast,Period"
Supercontig_12.3,2236401,2236500,100,"Blast,Het,Period"
Supercontig_12.3,2236501,2236650,150,"Blast,Depth,Het,Period"
Supercontig_12.3,2236651,2236770,120,"Blast,Depth,Period"
Supercontig_12.3,2236771,2236800,30,"Blast,Depth"
Supercontig_12.3,2236801,2236900,100,Depth
Supercontig_12.3,2237251,2238350,1100,Depth
Supercontig_12.3,2238501,2238700,200,Het
Supercontig_12.3,2239151,2239450,300,Depth
Supercontig_12.3,2239601,2239950,350,Het
Supercontig_12.3,2240401,2240550,150,Het
Supercontig_12.3,2242201,2242350,150,Het
Supercontig_12.3,2243701,2243800,100,Depth
Supercontig_12.3,2244351,2244500,150,Het
Supercontig_12.3,2244851,2245000,150,Depth
Supercontig_12.3,2247301,2247700,400,Depth
Supercontig_12.3,2247701,2247750,50,"Depth,Het"
Supercontig_12.3,2247751,2247850,100,Het
Supercontig_12.3,2248901,2249050,150,Het
Supercontig_12.3,2249851,2249950,100,Depth
Supercontig_12.3,2251301,2251600,300,Depth
Supercontig_12.3,2251801,2251900,100,Depth
Supercontig_12.3,2252251,2252500,250,Depth
Supercontig_12.3,2255951,2256200,250,Depth
Supercontig_12.3,2256951,2257100,150,Het
Supercontig_12.3,2260401,2260650,250,Blast
Supercontig_12.3,2260651,2260750,100,"Blast,Depth"
Supercontig_12.3,2260751,2260800,50,Blast
Supercontig_12.3,2261151,2261250,100,"Depth,Het"
Supercontig_12.3,2261251,2261300,50,Het
Supercontig_12.3,2263701,2264000,300,Depth
Supercontig_12.3,2264501,2264750,250,Het
Supercontig_12.3,2265351,2265550,200,Het
Supercontig_12.3,2265651,2265850,200,Depth
Supercontig_12.3,2265851,2265900,50,"Depth,Het"
Supercontig_12.3,2265901,2266200,300,Het
Supercontig_12.3,2266201,2266250,50,"Blast,Het"
Supercontig_12.3,2266251,2266400,150,Blast
Supercontig_12.3,2267001,2267100,100,Het
Supercontig_12.3,2267101,2267150,50,"Depth,Het"
Supercontig_12.3,2267151,2267400,250,Depth
Supercontig_12.3,2268151,2268300,150,Depth
Supercontig_12.3,2269701,2270000,300,Depth
Supercontig_12.3,2270201,2270550,350,Depth
Supercontig_12.3,2272851,2272950,100,Depth
Supercontig_12.3,2275351,2275500,150,Het
Supercontig_12.3,2275701,2276200,500,Depth
Supercontig_12.3,2277151,2277250,100,Depth
Supercontig_12.3,2277851,2278000,150,Depth
Supercontig_12.3,2278601,2278800,200,Blast
Supercontig_12.3,2279001,2279300,300,Depth
Supercontig_12.3,2279701,2279900,200,Depth
Supercontig_12.3,2281201,2281300,100,Depth
Supercontig_12.3,2282101,2282300,200,Het
Supercontig_12.3,2282601,2282700,100,Depth
Supercontig_12.3,2282701,2282750,50,"Depth,Het"
Supercontig_12.3,2282751,2282850,100,Het
Supercontig_12.3,2283401,2283550,150,Het
Supercontig_12.3,2284001,2284250,250,Het
Supercontig_12.3,2284701,2284850,150,Het
Supercontig_12.3,2284851,2284950,100,"Depth,Het"
Supercontig_12.3,2286351,2286500,150,Het
Supercontig_12.3,2287101,2287500,400,Het
Supercontig_12.3,2288601,2289800,1200,Blast
Supercontig_12.3,2289945,2290000,56,Period
Supercontig_12.3,2290001,2290229,229,"Blast,Period"
Supercontig_12.3,2290230,2290471,242,Blast
Supercontig_12.3,2290472,2290756,285,"Blast,Period"
Supercontig_12.3,2290757,2290800,44,Blast
Supercontig_12.3,2291001,2291597,597,Blast
Supercontig_12.3,2291598,2292132,535,"Blast,Period"
Supercontig_12.3,2292133,2292338,206,Blast
Supercontig_12.3,2292339,2292673,335,"Blast,Period"
Supercontig_12.3,2292674,2292869,196,Blast
Supercontig_12.3,2292870,2293611,742,"Blast,Period"
Supercontig_12.3,2293612,2294188,577,Blast
Supercontig_12.3,2294189,2294631,443,"Blast,Period"
Supercontig_12.3,2294632,2295544,913,Blast
Supercontig_12.3,2295545,2295928,384,"Blast,Period"
Supercontig_12.3,2295929,2296400,472,Blast
Supercontig_12.3,2296501,2296650,150,Het
Supercontig_12.3,2297351,2297600,250,Het
Supercontig_12.3,2298001,2298150,150,Depth
Supercontig_12.3,2298751,2298900,150,Het
Supercontig_12.3,2299401,2299550,150,Het
Supercontig_12.3,2299751,2300050,300,Depth
Supercontig_12.3,2300851,2301050,200,Depth
Supercontig_12.3,2301051,2301555,505,"Depth,Period"
Supercontig_12.3,2301556,2301727,172,Depth
Supercontig_12.3,2301728,2301850,123,"Depth,Period"
Supercontig_12.3,2301851,2302200,350,Period
Supercontig_12.3,2302201,2302400,200,"Depth,Period"
Supercontig_12.3,2302401,2303350,950,Period
Supercontig_12.3,2303351,2303600,250,"Depth,Period"
Supercontig_12.3,2303601,2307800,4200,Period
Supercontig_12.3,2307801,2308000,200,"Blast,Period"
Supercontig_12.3,2308001,2308045,45,Period
Supercontig_12.3,2308278,2308400,123,Period
Supercontig_12.3,2308401,2308600,200,"Blast,Period"
Supercontig_12.3,2308601,2309064,464,Period
Supercontig_12.3,2310451,2310700,250,Het
Supercontig_12.3,2310701,2310900,200,"Depth,Het"
Supercontig_12.3,2311101,2311250,150,Het
Supercontig_12.3,2311851,2311950,100,Depth
Supercontig_12.3,2313401,2313500,100,Het
Supercontig_12.3,2313501,2313550,50,"Depth,Het"
Supercontig_12.3,2313551,2313650,100,Depth
Supercontig_12.3,2315851,2316300,450,Het
Supercontig_12.3,2316701,2316900,200,Depth
Supercontig_12.3,2319401,2319600,200,Blast
Supercontig_12.3,2320701,2320850,150,Het
Supercontig_12.3,2321401,2321550,150,Het
Supercontig_12.3,2324201,2324300,100,Depth
Supercontig_12.3,2325101,2325550,450,Depth
Supercontig_12.3,2326501,2326650,150,Het
Supercontig_12.3,2326951,2327100,150,Het
Supercontig_12.3,2327851,2328050,200,Depth
Supercontig_12.3,2328201,2328450,250,Het
Supercontig_12.3,2329401,2329600,200,Depth
Supercontig_12.3,2329601,2330100,500,Het
Supercontig_12.3,2330551,2330900,350,Depth
Supercontig_12.3,2331051,2331300,250,Het
Supercontig_12.3,2333201,2333300,100,Depth
Supercontig_12.3,2333601,2333700,100,Depth
Supercontig_12.3,2334251,2334450,200,Het
Supercontig_12.3,2334801,2334900,100,Depth
Supercontig_12.3,2335451,2335800,350,Depth
Supercontig_12.3,2337001,2337150,150,Het
Supercontig_12.3,2337551,2337650,100,Het
Supercontig_12.3,2337651,2337700,50,"Depth,Het"
Supercontig_12.3,2337701,2338150,450,Depth
Supercontig_12.3,2338601,2338850,250,Depth
Supercontig_12.3,2340151,2340600,450,Het
Supercontig_12.3,2343251,2343350,100,Depth
Supercontig_12.3,2347151,2347300,150,Het
Supercontig_12.3,2348901,2349100,200,Depth
Supercontig_12.3,2349351,2349800,450,Depth
Supercontig_12.3,2350151,2350300,150,Het
Supercontig_12.3,2351151,2351350,200,Het
Supercontig_12.3,2353301,2353400,100,Depth
Supercontig_12.3,2353751,2353900,150,Het
Supercontig_12.3,2355101,2355200,100,Het
Supercontig_12.3,2355201,2355250,50,"Depth,Het"
Supercontig_12.3,2355251,2355400,150,Depth
Supercontig_12.3,2357901,2358150,250,Depth
Supercontig_12.3,2358301,2358450,150,Het
Supercontig_12.3,2359501,2359600,100,Depth
Supercontig_12.3,2359601,2359800,200,"Blast,Depth"
Supercontig_12.3,2359801,2359900,100,Depth
Supercontig_12.3,2361051,2361300,250,Depth
Supercontig_12.3,2362701,2362900,200,Depth
Supercontig_12.3,2365001,2365150,150,Depth
Supercontig_12.3,2365701,2365800,100,Depth
Supercontig_12.3,2366751,2366900,150,Het
Supercontig_12.3,2366951,2367000,50,Depth
Supercontig_12.3,2367001,2367050,50,"Blast,Depth"
Supercontig_12.3,2367051,2367200,150,Blast
Supercontig_12.3,2368151,2368250,100,Depth
Supercontig_12.3,2368851,2368950,100,Depth
Supercontig_12.3,2369601,2369800,200,Blast
Supercontig_12.3,2371451,2371550,100,Depth
Supercontig_12.3,2371801,2371950,150,"Blast,Het"
Supercontig_12.3,2371951,2372000,50,Blast
Supercontig_12.3,2372801,2372900,100,"Depth,Het"
Supercontig_12.3,2372901,2372950,50,Het
Supercontig_12.3,2377301,2377550,250,Het
Supercontig_12.3,2379901,2380100,200,Het
Supercontig_12.3,2381001,2381150,150,Depth
Supercontig_12.3,2383401,2383500,100,Depth
Supercontig_12.3,2384894,2385600,707,Period
Supercontig_12.3,2385601,2386000,400,"Blast,Period"
Supercontig_12.3,2386001,2386103,103,Period
Supercontig_12.3,2386350,2386500,151,Period
Supercontig_12.3,2386501,2386913,413,"Het,Period"
Supercontig_12.3,2386914,2386950,37,Het
Supercontig_12.3,2387301,2387450,150,Het
Supercontig_12.3,2388651,2389000,350,Depth
Supercontig_12.3,2389851,2390000,150,Het
Supercontig_12.3,2391451,2391600,150,Het
Supercontig_12.3,2391751,2391900,150,Depth
Supercontig_12.3,2392101,2392250,150,Het
Supercontig_12.3,2392601,2392750,150,Depth
Supercontig_12.3,2393701,2393800,100,Depth
Supercontig_12.3,2395301,2395750,450,Depth
Supercontig_12.3,2396851,2396900,50,Depth
Supercontig_12.3,2396901,2396950,50,"Depth,Het"
Supercontig_12.3,2396951,2397100,150,Het
Supercontig_12.3,2397351,2397500,150,Het
Supercontig_12.3,2397751,2397900,150,Het
Supercontig_12.3,2398501,2398800,300,Depth
Supercontig_12.3,2399751,2399850,100,Depth
Supercontig_12.3,2401601,2401700,100,Depth
Supercontig_12.3,2403651,2403800,150,Het
Supercontig_12.3,2404401,2405150,750,Depth
Supercontig_12.3,2406501,2406700,200,Het
Supercontig_12.3,2407451,2407650,200,Depth
Supercontig_12.3,2408451,2408700,250,Depth
Supercontig_12.3,2408701,2408850,150,"Depth,Het"
Supercontig_12.3,2409351,2409450,100,Depth
Supercontig_12.3,2409701,2410500,800,Depth
Supercontig_12.3,2411601,2412100,500,Depth
Supercontig_12.3,2412851,2413350,500,Depth
Supercontig_12.3,2415001,2415200,200,Blast
Supercontig_12.3,2415201,2415350,150,Het
Supercontig_12.3,2415751,2415900,150,Het
Supercontig_12.3,2416001,2416040,40,Blast
Supercontig_12.3,2416041,2416348,308,"Blast,Period"
Supercontig_12.3,2416349,2416400,52,Blast
Supercontig_12.3,2418151,2418250,100,Depth
Supercontig_12.3,2418351,2418400,50,Het
Supercontig_12.3,2418401,2418600,200,"Blast,Het"
Supercontig_12.3,2418601,2418650,50,Het
Supercontig_12.3,2418651,2418800,150,"Depth,Het"
Supercontig_12.3,2418801,2418900,100,Het
Supercontig_12.3,2420451,2420900,450,Depth
Supercontig_12.3,2421301,2421600,300,Depth
Supercontig_12.3,2421751,2421900,150,Het
Supercontig_12.3,2422851,2423400,550,Depth
Supercontig_12.3,2423801,2424000,200,Depth
Supercontig_12.3,2424001,2424176,176,"Blast,Depth,Het"
Supercontig_12.3,2424177,2424850,674,"Blast,Depth,Het,Period"
Supercontig_12.3,2424851,2424950,100,"Blast,Het,Period"
Supercontig_12.3,2424951,2425400,450,"Blast,Period"
Supercontig_12.3,2425401,2425500,100,"Blast,Het,Period"
Supercontig_12.3,2425501,2426450,950,"Blast,Depth,Het,Period"
Supercontig_12.3,2426451,2426550,100,"Blast,Het,Period"
Supercontig_12.3,2426551,2427000,450,"Blast,Period"
Supercontig_12.3,2427001,2427450,450,"Blast,Het,Period"
Supercontig_12.3,2427451,2428450,1000,"Blast,Depth,Het,Period"
Supercontig_12.3,2428451,2428650,200,"Blast,Het,Period"
Supercontig_12.3,2428651,2428900,250,"Blast,Depth,Het,Period"
Supercontig_12.3,2428901,2429550,650,"Blast,Het,Period"
Supercontig_12.3,2429551,2429950,400,"Blast,Depth,Het,Period"
Supercontig_12.3,2429951,2430700,750,"Blast,Period"
Supercontig_12.3,2430701,2430850,150,"Blast,Het,Period"
Supercontig_12.3,2430851,2431050,200,"Blast,Period"
Supercontig_12.3,2431051,2431350,300,"Blast,Het,Period"
Supercontig_12.3,2431351,2431800,450,"Blast,Period"
Supercontig_12.3,2431801,2431825,25,Period
Supercontig_12.3,2431998,2432600,603,Period
Supercontig_12.3,2432601,2433070,470,"Blast,Period"
Supercontig_12.3,2433071,2433600,530,Blast
Supercontig_12.3,2433801,2434495,695,Blast
Supercontig_12.3,2434496,2435000,505,"Blast,Period"
Supercontig_12.3,2435001,2435050,50,"Blast,Het,Period"
Supercontig_12.3,2435051,2436550,1500,"Blast,Depth,Het,Period"
Supercontig_12.3,2436551,2436950,400,"Blast,Depth,Period"
Supercontig_12.3,2436951,2437750,800,"Blast,Depth,Het,Period"
Supercontig_12.3,2437751,2437800,50,"Blast,Depth,Period"
Supercontig_12.3,2437801,2437950,150,Period
Supercontig_12.3,2437951,2438000,50,"Het,Period"
Supercontig_12.3,2438001,2438050,50,"Blast,Het,Period"
Supercontig_12.3,2438051,2440250,2200,"Blast,Depth,Het,Period"
Supercontig_12.3,2440251,2440450,200,"Blast,Het,Period"
Supercontig_12.3,2440451,2440850,400,"Blast,Period"
Supercontig_12.3,2440851,2441750,900,"Blast,Depth,Het,Period"
Supercontig_12.3,2441751,2442050,300,"Blast,Het,Period"
Supercontig_12.3,2442051,2442350,300,"Blast,Depth,Het,Period"
Supercontig_12.3,2442351,2442550,200,"Blast,Het,Period"
Supercontig_12.3,2442551,2443400,850,"Blast,Depth,Het,Period"
Supercontig_12.3,2443401,2443600,200,"Blast,Het,Period"
Supercontig_12.3,2443601,2443650,50,"Blast,Depth,Het,Period"
Supercontig_12.3,2443651,2443750,100,"Blast,Depth,Period"
Supercontig_12.3,2443751,2443797,47,"Blast,Period"
Supercontig_12.3,2443798,2443800,3,Blast
Supercontig_12.3,2444501,2444700,200,Depth
Supercontig_12.3,2445069,2445360,292,Period
Supercontig_12.3,2446251,2446400,150,Depth
Supercontig_12.3,2447551,2448100,550,Depth
Supercontig_12.3,2451501,2451600,100,Depth
Supercontig_12.3,2451748,2452404,657,Period
Supercontig_12.3,2453201,2453400,200,Het
Supercontig_12.3,2453401,2453600,200,Blast
Supercontig_12.3,2453701,2453750,50,Het
Supercontig_12.3,2453751,2453850,100,"Depth,Het"
Supercontig_12.3,2453851,2453900,50,Het
Supercontig_12.3,2454551,2454650,100,Het
Supercontig_12.3,2454651,2454700,50,"Depth,Het"
